LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallCond,Exterior1st,ExterQual,Foundation,BsmtExposure,BsmtFinType1,BsmtUnfSF,HeatingQC,1stFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageArea,MoSold,YrSold,SalePrice
15576,Reg,Inside,Crawfor,2Story,7,Wd Sdng,TA,BrkTil,No,Unf,840,Ex,840,0,2,0,4,TA,0,Attchd,Unf,308,3,2008,177000
4403,IR2,Inside,Somerst,1Story,5,MetalSd,Ex,PConc,Av,GLQ,892,Ex,1478,1,2,1,2,Gd,1,Attchd,Fin,484,6,2010,222000
8960,Reg,Inside,OldTown,1Story,6,WdShing,TA,CBlock,No,Unf,1008,Gd,1028,0,1,0,2,TA,1,Detchd,Unf,360,3,2010,115000
11228,IR2,CulDSac,SawyerW,2Story,5,VinylSd,Gd,PConc,No,BLQ,499,Ex,1080,0,2,1,3,Gd,1,Attchd,Unf,678,12,2008,228000
8899,IR1,Inside,Gilbert,1Story,5,VinylSd,Gd,PConc,Av,GLQ,1316,Ex,1340,0,2,0,3,Gd,0,Attchd,Fin,396,8,2007,181134
7844,Reg,Inside,Sawyer,2Story,7,HdBoard,TA,CBlock,No,ALQ,463,TA,672,0,1,1,3,TA,1,Attchd,Fin,440,3,2006,149500
8160,Reg,Inside,Edwards,1.5Fin,6,MetalSd,TA,BrkTil,No,ALQ,444,Fa,756,1,1,1,3,TA,0,Detchd,Unf,240,4,2007,126000
8450,Reg,Inside,NAmes,1Story,6,VinylSd,TA,CBlock,No,BLQ,281,Ex,1056,1,1,0,3,TA,1,Attchd,Unf,304,7,2010,142000
7060,Reg,Inside,Mitchel,SFoyer,5,VinylSd,TA,PConc,Gd,GLQ,35,Ex,1344,2,2,0,2,TA,0,Attchd,Fin,784,11,2008,206300
16635,IR1,FR2,NWAmes,1Story,7,CemntBd,Gd,CBlock,No,ALQ,356,Gd,1602,0,2,0,3,Gd,1,Attchd,Fin,529,6,2009,215000
9200,Reg,Inside,NoRidge,2Story,5,VinylSd,Gd,PConc,No,GLQ,484,Gd,1470,1,2,1,4,Gd,1,Attchd,Fin,696,6,2008,315000
9000,Reg,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,LwQ,580,Gd,1196,1,1,0,2,TA,1,Attchd,RFn,297,5,2008,139000
12800,Reg,Inside,SawyerW,SLvl,5,Wd Sdng,Gd,PConc,Gd,GLQ,0,Gd,1644,1,2,0,2,Gd,1,Attchd,Fin,569,8,2009,275000
8593,IR1,Inside,NAmes,1Story,6,MetalSd,TA,CBlock,No,Rec,619,Ex,907,0,1,0,3,TA,0,Detchd,Unf,352,7,2008,109008
6762,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,No,GLQ,544,Ex,1208,1,2,0,2,Gd,0,Attchd,RFn,628,9,2007,195400
11457,IR1,Corner,Timber,1Story,5,HdBoard,TA,CBlock,Mn,GLQ,387,TA,1412,1,2,0,3,Gd,1,Attchd,Unf,576,3,2009,175000
1680,Reg,Inside,BrDale,2Story,5,HdBoard,TA,CBlock,No,ALQ,96,TA,483,0,1,1,2,TA,0,Detchd,Unf,264,7,2008,85400
5586,IR1,Inside,OldTown,1.5Fin,7,MetalSd,TA,BrkTil,No,Unf,901,Gd,1088,0,1,0,4,TA,0,Attchd,Unf,0,9,2008,79900
1920,Reg,Inside,BrDale,2Story,5,HdBoard,TA,CBlock,No,ALQ,294,Ex,765,1,1,1,2,TA,0,Detchd,Unf,440,8,2007,122500
10839,IR1,Corner,Gilbert,2Story,5,VinylSd,TA,PConc,No,Unf,926,Ex,926,0,2,1,3,TA,1,Attchd,Fin,470,7,2008,181000
1890,Reg,Inside,MeadowV,SFoyer,7,CemntBd,TA,CBlock,Av,ALQ,135,Gd,630,1,1,0,1,TA,0,Attchd,Unf,0,6,2008,81000
10667,IR2,CulDSac,CollgCr,2Story,6,VinylSd,Gd,PConc,Av,GLQ,70,Ex,827,1,2,1,3,Gd,1,Attchd,RFn,550,4,2009,212000
6000,Reg,Inside,BrkSide,1.5Unf,7,Wd Sdng,Gd,PConc,No,Unf,884,Gd,904,0,1,0,2,TA,0,Detchd,Unf,180,1,2009,119000
4280,Reg,Inside,Crawfor,1Story,6,WdShing,TA,PConc,No,LwQ,75,TA,694,0,1,0,2,Gd,1,Detchd,Unf,352,3,2007,90350
12108,Reg,Inside,Edwards,1Story,4,VinylSd,TA,CBlock,No,ALQ,1307,TA,1440,0,2,0,4,Fa,0,Attchd,Unf,0,9,2008,118000
6240,Reg,Inside,BrkSide,1.5Fin,7,MetalSd,TA,PConc,No,Unf,1078,TA,1128,0,2,0,3,TA,1,Detchd,Unf,360,6,2008,162900
3922,Reg,Inside,Blmngtn,1Story,5,WdShing,Gd,PConc,Av,Unf,1258,Ex,1258,0,2,0,2,Gd,1,Attchd,Fin,648,6,2007,172500
8750,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,GLQ,273,Ex,933,1,2,1,4,Gd,1,Attchd,Unf,493,7,2008,210000
9855,Reg,Corner,Edwards,1Story,5,Wd Sdng,TA,CBlock,No,Unf,1436,Fa,1689,0,1,0,3,TA,1,Attchd,Unf,480,11,2009,127500
16492,IR1,Corner,NAmes,1Story,6,BrkFace,Gd,CBlock,No,ALQ,557,Ex,1888,0,2,1,2,Gd,1,Attchd,Fin,578,6,2010,190000
11214,IR1,Corner,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,930,Gd,956,0,2,1,4,Gd,1,Attchd,Fin,431,7,2006,199900
8600,Reg,Inside,IDOTRR,1.5Fin,6,MetalSd,TA,BrkTil,No,Unf,780,TA,780,0,2,0,3,TA,1,Detchd,Unf,198,6,2006,119500
6000,Reg,Inside,OldTown,1.5Fin,7,MetalSd,TA,CBlock,No,ALQ,318,Ex,679,0,1,1,2,TA,0,Detchd,Unf,308,6,2007,120000
9303,IR1,Corner,Timber,2Story,5,VinylSd,Gd,PConc,No,ALQ,130,Ex,888,1,2,1,3,TA,0,Attchd,Fin,422,7,2007,204000
9000,Reg,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,Unf,768,Ex,786,0,2,1,3,Gd,0,Attchd,RFn,676,6,2009,210000
9297,Reg,Inside,Mitchel,1Story,5,Plywood,TA,CBlock,No,ALQ,122,TA,1728,2,2,0,4,TA,0,Detchd,Unf,560,7,2006,188000
9600,Reg,Inside,NWAmes,1Story,6,HdBoard,TA,CBlock,No,ALQ,326,Fa,1242,0,1,1,3,TA,1,Attchd,Unf,528,9,2007,175500
4571,Reg,Inside,OldTown,2Story,5,AsbShng,TA,BrkTil,No,Unf,624,Fa,624,0,1,0,4,TA,0,Detchd,Unf,513,5,2008,98000
5100,Reg,Inside,OldTown,2Story,7,Stucco,TA,PConc,No,Unf,588,Fa,833,0,1,0,3,Gd,1,Detchd,Unf,228,6,2008,161000
7015,IR1,Corner,BrkSide,1.5Fin,4,MetalSd,TA,CBlock,No,LwQ,524,TA,979,1,1,0,3,Gd,1,Detchd,Unf,352,7,2009,110000
8004,IR1,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,GLQ,288,Ex,832,1,2,1,3,TA,0,BuiltIn,Fin,552,12,2009,263435
8281,IR1,Inside,Sawyer,1Story,5,MetalSd,TA,CBlock,No,Rec,0,Gd,864,0,1,0,3,TA,1,Detchd,Unf,360,12,2009,62383
11988,IR1,Inside,Crawfor,2Story,7,Stucco,TA,CBlock,No,LwQ,389,Fa,849,0,1,1,3,TA,1,Detchd,Unf,240,8,2008,188700
8430,Reg,Inside,CollgCr,1Story,5,HdBoard,TA,CBlock,No,Rec,424,TA,1040,0,2,0,3,TA,0,Attchd,Unf,0,8,2009,124000
3072,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,No,Unf,1375,Ex,1414,0,2,0,2,Gd,1,Attchd,Fin,398,5,2006,178740
10628,Reg,Inside,NAmes,1Story,5,Plywood,TA,CBlock,Gd,GLQ,499,TA,1277,1,1,0,2,TA,1,Attchd,Unf,526,4,2007,167000
9480,Reg,Inside,NAmes,2Story,7,MetalSd,TA,CBlock,No,LwQ,342,Ex,888,0,1,1,3,Gd,2,Attchd,Unf,312,6,2007,146500
11428,IR1,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,No,Unf,1626,Ex,1634,0,2,0,3,Gd,1,Attchd,RFn,866,5,2007,250000
9291,IR1,Corner,SawyerW,2Story,5,HdBoard,Gd,PConc,No,GLQ,406,Ex,832,0,2,1,3,Gd,0,Attchd,RFn,506,6,2008,187000
6820,IR1,Corner,StoneBr,1Story,5,HdBoard,Gd,PConc,Av,GLQ,0,TA,1502,1,1,1,1,Gd,0,Attchd,RFn,528,6,2010,212000
11952,Reg,Inside,NWAmes,2Story,6,WdShing,TA,CBlock,No,Unf,808,TA,1161,0,2,1,3,TA,1,Attchd,RFn,534,11,2007,190000
3675,Reg,Inside,Edwards,SLvl,5,VinylSd,TA,PConc,Gd,GLQ,88,Ex,1072,1,1,0,2,TA,0,Basment,RFn,525,6,2008,148000
5330,Reg,Inside,StoneBr,1Story,5,CemntBd,Gd,PConc,Av,GLQ,298,Ex,1652,1,2,0,2,Ex,0,Attchd,RFn,499,8,2007,251000
8480,Reg,Corner,Sawyer,1Story,6,HdBoard,TA,CBlock,No,GLQ,340,TA,970,1,1,0,2,TA,0,Detchd,Unf,624,7,2007,132500
13125,Reg,Inside,CollgCr,1Story,5,VinylSd,TA,PConc,Gd,GLQ,484,Ex,1493,1,2,0,3,Gd,1,Attchd,Fin,508,4,2008,208900
10637,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Gd,GLQ,417,Ex,1718,1,2,0,3,Gd,1,Attchd,RFn,826,9,2009,297000
5925,Reg,Inside,OldTown,1Story,7,Stucco,TA,BrkTil,No,Rec,739,TA,1131,0,1,0,2,TA,0,Detchd,Unf,672,3,2007,89471
4500,Reg,FR2,Mitchel,1Story,5,VinylSd,TA,PConc,No,GLQ,319,Ex,1216,1,2,0,2,TA,0,Attchd,Unf,402,5,2006,164000
7758,IR1,Corner,Sawyer,1Story,7,HdBoard,TA,CBlock,No,ALQ,411,Gd,999,1,1,0,3,Gd,0,Detchd,Unf,264,3,2007,132500
9600,Reg,Inside,NAmes,1Story,7,MetalSd,Gd,CBlock,No,ALQ,506,Gd,1113,0,1,0,3,Gd,1,Attchd,Unf,264,7,2009,147000
10289,Reg,Inside,NAmes,1Story,7,MetalSd,TA,CBlock,No,ALQ,237,TA,1073,1,1,1,3,TA,0,Attchd,RFn,515,6,2007,156000
12243,IR1,Inside,NWAmes,1Story,6,Plywood,TA,CBlock,Av,ALQ,486,Gd,1484,0,2,0,3,TA,1,Attchd,Unf,487,2,2007,175000
10800,Reg,Corner,OldTown,1.5Fin,4,Wd Sdng,TA,CBlock,No,BLQ,290,TA,1766,0,2,0,3,TA,1,Attchd,Unf,520,5,2006,160000
2665,Reg,Inside,MeadowV,2Story,6,CemntBd,TA,PConc,Mn,Unf,264,TA,616,0,1,1,3,TA,1,BuiltIn,Fin,336,6,2008,115000
9490,Reg,Inside,NAmes,1.5Fin,7,Wd Sdng,TA,CBlock,No,BLQ,238,TA,958,1,1,0,3,Fa,2,Attchd,Unf,240,8,2006,133000
15578,IR1,Corner,Gilbert,2Story,5,VinylSd,Gd,PConc,No,Unf,728,Gd,728,0,2,1,3,TA,0,Attchd,RFn,429,5,2006,172785
7931,Reg,Inside,NAmes,1Story,6,BrkFace,TA,CBlock,No,BLQ,363,TA,1269,0,1,1,3,TA,1,Detchd,Unf,308,6,2008,155000
7879,Reg,Inside,IDOTRR,1Story,5,Wd Sdng,TA,CBlock,No,Rec,225,TA,720,0,1,0,2,TA,0,Attchd,Unf,0,11,2009,34900
9120,Reg,Inside,BrkSide,1.5Fin,6,Wd Sdng,TA,PConc,No,Rec,697,Ex,1133,1,2,0,4,TA,0,Detchd,Unf,240,6,2008,184000
7800,Reg,Inside,Sawyer,1Story,7,HdBoard,TA,PConc,No,ALQ,414,Ex,899,0,1,0,3,Gd,0,Attchd,Fin,288,6,2009,130000
7535,IR1,Inside,NAmes,1Story,7,MetalSd,TA,CBlock,No,BLQ,522,Fa,912,0,1,0,2,TA,0,Attchd,Fin,297,6,2007,120000
1890,Reg,Inside,BrDale,2Story,5,HdBoard,TA,CBlock,No,BLQ,316,TA,672,0,1,1,3,TA,0,Detchd,Unf,264,5,2007,113000
9803,Reg,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,GLQ,466,Gd,866,0,2,1,3,Gd,0,Attchd,RFn,603,2,2008,226700
9170,Reg,Corner,Edwards,1Story,7,MetalSd,TA,CBlock,No,ALQ,420,Ex,1214,1,1,0,2,TA,0,Detchd,Unf,461,4,2007,140000
2308,Reg,Inside,NPkVill,2Story,5,Plywood,TA,CBlock,No,ALQ,103,TA,855,0,2,1,3,TA,1,Attchd,Unf,440,6,2009,147000
7596,Reg,Inside,OldTown,2Story,5,Wd Sdng,TA,CBlock,No,Unf,960,Gd,960,0,2,0,4,TA,0,Detchd,Unf,400,7,2009,124500
9554,IR1,Inside,SawyerW,2Story,5,VinylSd,Gd,PConc,No,GLQ,397,Ex,1065,0,2,1,3,Gd,1,Attchd,RFn,471,9,2006,215000
7862,IR1,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,GLQ,1191,Ex,1218,0,2,0,2,Gd,0,Attchd,Fin,676,9,2009,208300
9600,Reg,Corner,NAmes,1Story,6,MetalSd,TA,CBlock,No,ALQ,50,Ex,1041,1,1,0,3,TA,0,Attchd,RFn,270,7,2009,124500
14559,Reg,Inside,NAmes,1Story,7,Wd Sdng,Gd,CBlock,No,BLQ,178,Ex,1363,1,1,0,2,TA,2,CarPort,Unf,288,6,2009,164900
6792,IR1,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,No,Unf,1368,Ex,1368,0,2,0,2,Gd,1,Attchd,RFn,474,3,2006,202665
9100,Reg,Corner,NAmes,1Story,5,VinylSd,TA,CBlock,No,BLQ,169,TA,864,1,1,0,3,TA,0,Detchd,Unf,624,7,2006,129900
9187,Reg,Corner,Mitchel,1Story,5,VinylSd,TA,PConc,No,ALQ,748,TA,1080,0,1,1,3,TA,0,Attchd,Unf,484,6,2007,134000
10594,Reg,Inside,Crawfor,1.5Unf,5,Wd Sdng,TA,BrkTil,No,Unf,768,Fa,789,0,1,0,2,TA,0,Detchd,Unf,200,6,2007,96500
10448,IR1,Corner,NWAmes,SLvl,6,HdBoard,TA,CBlock,No,Unf,689,TA,1378,0,2,1,3,TA,1,Attchd,RFn,583,8,2009,158000
10208,IR1,Inside,NoRidge,2Story,5,VinylSd,Gd,PConc,No,Unf,1264,Ex,1277,0,2,1,3,Gd,1,Attchd,RFn,889,7,2009,265000
9531,IR1,CulDSac,CollgCr,2Story,5,VinylSd,TA,PConc,Mn,GLQ,88,Ex,882,1,2,1,3,TA,0,Attchd,RFn,546,5,2007,211000
10800,Reg,Inside,OldTown,2Story,7,MetalSd,TA,BrkTil,No,Unf,0,TA,694,0,2,0,3,TA,0,Attchd,Unf,0,8,2008,106250
11988,IR1,Corner,NAmes,1Story,6,VinylSd,TA,CBlock,No,Rec,467,Ex,1244,0,1,1,3,TA,2,Attchd,Unf,336,5,2007,150000
5000,Reg,Corner,BrkSide,1.5Fin,7,CemntBd,TA,CBlock,No,ALQ,605,Ex,1004,0,2,0,3,TA,2,Detchd,Unf,420,10,2006,159000
11787,IR1,Inside,NoRidge,2Story,5,VinylSd,Gd,PConc,No,GLQ,660,Ex,1383,1,2,1,3,Gd,1,Attchd,Fin,834,8,2007,315750
7500,Reg,Inside,Somerst,1Story,5,VinylSd,Gd,PConc,No,Unf,1257,Ex,1266,0,2,0,3,Gd,1,Attchd,Unf,453,4,2006,176000
13300,Reg,Inside,NAmes,1Story,7,Wd Sdng,TA,CBlock,No,Rec,551,TA,928,0,1,0,2,TA,0,Attchd,Unf,252,6,2007,132000
9098,IR1,Inside,Edwards,1Story,7,Wd Sdng,TA,BrkTil,Mn,ALQ,180,Ex,605,1,1,0,2,TA,0,Attchd,Unf,0,7,2007,86000
10200,Reg,Inside,Timber,SLvl,5,HdBoard,Gd,CBlock,Av,GLQ,678,Ex,1509,1,2,0,3,Gd,1,Attchd,RFn,600,8,2008,175000
7200,Reg,Inside,NAmes,1Story,7,VinylSd,TA,Slab,No,Unf,0,Ex,827,0,1,0,2,TA,1,Detchd,Unf,392,4,2010,107500
9056,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,Av,Unf,707,Ex,707,0,2,1,3,Gd,1,Attchd,Fin,403,10,2006,178000
7000,Reg,Inside,Edwards,2Story,7,MetalSd,TA,CBlock,Gd,GLQ,148,TA,820,1,1,0,3,TA,0,Attchd,Unf,0,1,2008,107500
8924,IR1,CulDSac,CollgCr,2Story,5,VinylSd,TA,PConc,Av,Unf,880,Ex,880,0,2,1,3,Gd,0,Attchd,Fin,527,7,2008,188000
12735,IR1,FR2,NAmes,1Story,5,MetalSd,TA,CBlock,No,BLQ,264,TA,864,0,1,0,3,TA,0,Detchd,Unf,576,4,2008,111250
11553,IR1,Inside,Sawyer,1Story,5,Plywood,TA,CBlock,No,BLQ,378,TA,1159,0,1,1,3,TA,1,Attchd,Unf,336,7,2006,158000
11423,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,223,Ex,1601,1,2,0,3,Gd,1,Attchd,RFn,670,5,2010,272000
14601,Reg,Inside,Timber,1Story,5,VinylSd,Ex,PConc,Av,GLQ,578,Ex,1838,1,2,0,2,Ex,1,Attchd,Fin,765,3,2009,315000
11000,Reg,FR2,NoRidge,2Story,5,VinylSd,Gd,PConc,No,Unf,969,Ex,997,0,2,1,4,Gd,1,BuiltIn,Fin,648,6,2007,248000
10140,Reg,Inside,NWAmes,1Story,5,VinylSd,Gd,PConc,No,LwQ,379,Ex,1680,1,2,0,3,Gd,1,Attchd,Fin,583,6,2009,213250
4058,Reg,Inside,NAmes,SFoyer,5,MetalSd,TA,PConc,Av,GLQ,0,Ex,767,1,1,0,1,TA,0,Attchd,Fin,367,6,2007,133000
17104,IR1,Inside,Gilbert,2Story,5,VinylSd,Gd,PConc,Av,GLQ,100,Ex,664,1,2,1,3,Gd,1,Attchd,RFn,426,9,2006,179665
13837,IR1,Corner,NWAmes,1.5Fin,5,HdBoard,Gd,PConc,No,GLQ,0,Gd,1377,0,2,1,4,Gd,0,Attchd,Unf,786,2,2006,229000
8737,IR1,Inside,BrkSide,1.5Fin,7,BrkFace,TA,BrkTil,No,Rec,765,Ex,915,0,1,1,3,TA,1,Detchd,Unf,440,5,2007,210000
7244,Reg,Inside,Mitchel,SFoyer,7,VinylSd,TA,CBlock,Av,ALQ,149,Ex,768,1,1,0,2,TA,0,Detchd,Unf,624,4,2007,129500
8235,IR1,Inside,OldTown,1Story,7,MetalSd,TA,CBlock,No,LwQ,0,TA,825,1,1,0,2,TA,0,Detchd,RFn,720,6,2008,125000
9375,Reg,Inside,Somerst,2Story,5,VinylSd,Gd,PConc,No,Unf,912,Ex,912,0,2,1,4,Gd,1,BuiltIn,Fin,615,11,2009,263000
4043,Reg,Inside,NPkVill,1Story,6,Plywood,TA,CBlock,No,ALQ,510,TA,1069,0,2,0,2,TA,0,Attchd,RFn,440,10,2008,140000
6000,Reg,Inside,OldTown,1Story,6,BrkFace,TA,CBlock,No,Rec,620,Gd,928,0,1,0,3,TA,0,Attchd,Fin,288,6,2008,112500
8777,Reg,Inside,Edwards,1Story,5,VinylSd,TA,CBlock,No,Unf,0,Ex,1126,0,2,0,2,Gd,0,Detchd,Fin,520,5,2009,108000
10625,Reg,Inside,NridgHt,2Story,5,VinylSd,Gd,PConc,No,GLQ,132,Ex,1006,1,2,1,3,Gd,1,BuiltIn,RFn,871,8,2008,284000
6380,Reg,Inside,BrkSide,1.5Unf,6,MetalSd,TA,BrkTil,No,Unf,993,TA,1048,0,1,0,2,TA,1,Detchd,Unf,280,8,2006,113000
14850,IR1,Inside,NAmes,1Story,5,Wd Sdng,TA,CBlock,No,Rec,197,TA,1092,1,1,0,2,TA,1,Attchd,Fin,299,5,2006,141000
11040,Reg,Inside,IDOTRR,1.5Fin,6,MetalSd,TA,CBlock,No,Rec,0,Gd,897,0,1,1,3,TA,0,CarPort,Unf,570,9,2006,108000
3196,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Gd,Unf,1374,Ex,1557,0,2,0,2,Gd,1,Attchd,Fin,420,10,2006,234000
11341,IR1,Inside,Sawyer,1Story,6,Wd Sdng,TA,CBlock,No,ALQ,90,TA,1392,1,1,1,3,TA,1,Detchd,Unf,528,5,2010,121500
10010,Reg,Inside,Mitchel,1Story,5,HdBoard,TA,CBlock,Av,ALQ,195,Gd,1389,1,1,0,2,TA,1,Attchd,RFn,418,4,2006,170000
13907,Reg,Inside,Edwards,1Story,6,WdShing,TA,CBlock,No,BLQ,706,Ex,996,1,1,0,3,TA,1,Attchd,Unf,0,7,2008,108000
13346,IR1,CulDSac,NoRidge,2Story,5,HdBoard,Gd,PConc,No,GLQ,367,Ex,1166,1,2,1,4,Gd,1,Attchd,RFn,590,7,2006,268000
6858,Reg,Corner,SWISU,2Story,4,Wd Sdng,TA,PConc,No,Unf,806,TA,841,1,1,1,4,Fa,0,Detchd,Unf,216,5,2010,128000
10171,IR1,Inside,NridgHt,1Story,5,VinylSd,Gd,PConc,No,GLQ,1515,Ex,1535,0,2,0,3,Gd,0,Attchd,RFn,532,3,2010,214000
7032,IR1,Corner,NAmes,SFoyer,5,MetalSd,TA,CBlock,Gd,GLQ,0,TA,943,1,1,0,2,TA,2,Detchd,Unf,600,12,2006,135960
7332,Reg,Inside,NAmes,1Story,6,WdShing,TA,CBlock,No,BLQ,450,Ex,864,1,1,0,2,Gd,0,Attchd,Unf,288,10,2006,120000
13159,IR1,Corner,Timber,2Story,5,VinylSd,TA,PConc,Av,Unf,846,Gd,846,0,2,1,3,Gd,0,Attchd,RFn,650,7,2009,224500
9967,IR1,Inside,Gilbert,SLvl,5,VinylSd,TA,PConc,No,Unf,384,Ex,774,0,2,1,3,TA,1,BuiltIn,RFn,400,12,2007,170000
10500,Reg,FR2,NAmes,SLvl,7,MetalSd,TA,CBlock,Av,ALQ,23,TA,576,0,1,0,3,TA,0,BuiltIn,Unf,288,12,2007,139000
8480,Reg,Inside,NAmes,1.5Fin,5,MetalSd,TA,CBlock,No,Rec,390,TA,832,0,1,0,2,TA,0,Detchd,Unf,336,10,2008,118500
6292,Reg,Inside,SWISU,1.5Fin,7,Wd Sdng,TA,BrkTil,No,Unf,861,Gd,877,0,2,0,3,TA,1,Detchd,Unf,216,8,2009,145000
11777,IR1,Inside,Sawyer,SLvl,6,VinylSd,TA,CBlock,Av,LwQ,285,Ex,1320,1,1,0,3,TA,2,Attchd,RFn,564,5,2006,164500
3604,Reg,Corner,Somerst,2Story,5,VinylSd,Gd,PConc,No,Unf,689,Ex,703,0,2,0,2,Gd,0,Detchd,Unf,540,2,2008,146000
12150,Reg,Inside,OldTown,1.5Fin,5,MetalSd,TA,BrkTil,No,Unf,1050,Ex,1050,0,2,0,4,TA,0,Attchd,Unf,352,11,2008,131500
14585,IR1,CulDSac,NAmes,1Story,6,Wd Sdng,TA,CBlock,No,BLQ,331,Ex,1429,0,1,0,3,Gd,2,Attchd,Unf,572,6,2007,181900
11841,Reg,Inside,Edwards,SFoyer,5,HdBoard,TA,CBlock,Av,GLQ,0,TA,816,1,1,0,3,TA,0,Attchd,Unf,0,5,2007,118500
6120,Reg,Inside,BrkSide,1.5Fin,7,AsbShng,TA,BrkTil,No,Unf,884,Ex,989,0,1,0,3,Gd,0,Detchd,Unf,240,7,2009,133000
10267,Reg,Inside,BrkSide,1Story,7,Stucco,TA,BrkTil,Mn,Rec,0,Ex,838,1,1,0,2,Fa,0,Detchd,Fin,275,5,2008,130000
8740,IR1,Inside,Sawyer,SFoyer,6,HdBoard,TA,CBlock,Av,ALQ,168,TA,860,1,1,0,2,TA,0,Detchd,Unf,528,7,2009,137000
9100,Reg,Inside,BrkSide,1Story,6,VinylSd,TA,BrkTil,No,Unf,742,TA,779,0,1,0,2,TA,0,Detchd,Unf,308,8,2008,79500
8320,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,No,GLQ,280,Ex,770,0,2,1,3,Gd,0,Attchd,RFn,520,9,2008,185900
4435,Reg,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Av,GLQ,163,Ex,848,1,1,0,1,Gd,0,Attchd,Fin,420,5,2009,140000
7990,IR1,Inside,CollgCr,1Story,6,HdBoard,TA,CBlock,No,Unf,924,TA,924,0,1,0,3,TA,0,Detchd,Unf,280,4,2008,110000
3600,Reg,Inside,OldTown,2Story,7,VinylSd,TA,CBlock,No,Unf,684,Ex,684,0,1,0,3,TA,0,Detchd,Unf,216,10,2006,114504
3922,Reg,Inside,Blmngtn,1Story,5,VinylSd,Gd,PConc,Av,Unf,1258,Ex,1402,0,0,2,2,Gd,1,Attchd,Fin,648,2,2007,194201
12984,Reg,Inside,Crawfor,1Story,6,Plywood,TA,CBlock,Mn,ALQ,0,Ex,1647,1,2,0,3,Gd,1,Attchd,Fin,621,3,2006,217500
1950,Reg,Inside,Blueste,2Story,6,MetalSd,TA,CBlock,No,LwQ,23,TA,716,1,2,1,3,TA,1,Attchd,Fin,452,7,2008,151000
10927,Reg,Inside,NridgHt,2Story,5,VinylSd,Gd,PConc,Av,GLQ,512,Ex,1058,1,2,1,3,Ex,1,BuiltIn,Fin,736,6,2006,275000
9000,Reg,Inside,IDOTRR,1.5Fin,6,Wd Sdng,TA,PConc,No,Unf,780,TA,780,0,1,1,3,Gd,1,Detchd,Unf,544,12,2007,141000
10041,IR1,Inside,SawyerW,2Story,5,HdBoard,Gd,PConc,Mn,GLQ,119,Ex,927,1,2,1,3,Gd,1,Attchd,Fin,506,2,2006,220000
3182,Reg,Inside,Somerst,2Story,5,MetalSd,Gd,PConc,No,Unf,600,Ex,600,0,2,1,2,Gd,0,Detchd,RFn,480,6,2010,151000
12803,IR1,Inside,CollgCr,1Story,5,VinylSd,Gd,PConc,Mn,GLQ,572,Ex,1494,1,2,0,3,Gd,1,Attchd,RFn,530,9,2008,221000
12464,IR2,Corner,CollgCr,1Story,5,VinylSd,TA,PConc,No,GLQ,308,Gd,1040,1,1,0,3,Gd,0,Detchd,Unf,576,11,2009,152000
7943,Reg,Inside,Sawyer,1Story,5,VinylSd,TA,CBlock,Mn,Rec,126,Gd,1029,1,1,0,3,TA,0,Attchd,Unf,261,4,2007,118500
11050,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,Mn,GLQ,536,Ex,1476,1,2,1,3,Ex,2,Attchd,Fin,736,5,2009,313000
10395,IR1,FR2,NWAmes,SLvl,6,HdBoard,TA,CBlock,Av,ALQ,427,TA,1032,0,2,0,3,TA,1,Attchd,Unf,564,7,2007,148000
11885,Reg,Inside,CollgCr,2Story,5,VinylSd,Gd,PConc,Av,GLQ,309,Ex,1299,1,2,1,3,Ex,1,BuiltIn,RFn,531,11,2009,261500
8402,Reg,Inside,Mitchel,1Story,5,VinylSd,TA,PConc,No,ALQ,914,Ex,1120,0,1,0,3,TA,0,Attchd,Unf,0,12,2007,147000
1491,Reg,Inside,MeadowV,SFoyer,6,CemntBd,TA,CBlock,Av,LwQ,0,Ex,630,1,1,0,1,TA,0,Attchd,Unf,0,5,2010,75500
8800,Reg,Inside,NAmes,SFoyer,7,MetalSd,TA,PConc,Gd,GLQ,173,Ex,1054,1,1,0,3,Gd,0,Attchd,RFn,480,5,2010,137500
